content,Quality,Service,Shipping,Packing
dịch vụ tikinow giao sản phẩm không đúng cam kết. app báo 21h30 giao nhưng phải gọi điện chăm sóc khách sản phẩm dí hoài thì tới 13h ngày hôm sau mới được giao. sản phẩm 5 tikinow 1,0,0,0,0
"dịch vụ hỗ trợ khách sản phẩm của tiki thật sự tệ ạ, do đơn sản phẩm giao đến nhà riêng của mình trễ hơn dự kiến nên mình muốn đổi địa chỉ nhận sang văn phòng làm việc nhưng phải gọi hơn chục cuộc gọi để nhờ nhân viên tiki hỗ trợ, cuối cùng mình tự gọi đến hub của gì t để nhờ nhân viên đổi địa chỉ thì 2 ngày sau là mình nhận được luôn. tổng cộng mất hết cả tuần mình mới nhận được điện thoại",1,1,1,1
"máy nguyên seal, nhưng màu hồng hơi nhạt, nhìn như màu trắng, thêm 30k để giao siêu tốc nhưng shipper cáu kỉnh, cuối giờ thang máy chậm với trẻ con nghịch xuống chậm chút xíu nhưng cáu nhặng lên, nói đi nói lại!",0,0,0,0
màu đỏ rất đẹp. nhưng gỡ seal màn hình ra thì thấy góc trái màn hình bị trầy. đã mua nhiều đồ công nghệ trên tiki nhưng lần này hơi thất vọng.,0,0,0,0
"tôi đang dùng iphone 6s khi đổi qua ip 13 thì thấy bị ám vàng, màu rất xấu và sóng yếu 1-2 vạch - tôi ở ku vực quận 9, khi so màu với vsmart vợ tôi dùng cũng không bằng. tiki liên hệ tôi đổi lại máy khác.",0,0,0,0
"tiki kiểm tra giúp, dây sạc pin khôn nhận điện thoại. khi cắm day sac vào điện thoại ip khác thì nhận, dùng dây khác thì vẫn vào, nhưng giữa dây sạc kèm điện thoại và điện thoại thì không sạc được",1,1,1,1
"giao sản phẩm chậm, micro máy bị lỗi, nhận cuộc gọi nói bên kia không nghe được.",1,1,1,1
sản phẩm mới khui seal nhưng bị trầy ngay lỗ sạc.,1,1,1,1
khung viền màn hình không thật sự sát với màn hình khi đem so với sản phẩm nhưng nguyên seal của cellphones.,0,0,0,0
"do lỗi app nên đặt bị sai màu, không hỗ trợ đổi màu dù liên hệ ngay với tổng đài sau khi đặt. đổ lỗi cho khách sản phẩm chứ không tìm hướng xử lý hỗ trợ khách sản phẩm",1,1,1,1
"hôm nay nghi ngờ mở ra testt áp thì bị mất áp suất => không nhưng khả năng chống nước nữa, không biết có bị mở máy không chưa, có bị thay thế linh kiện gì bên trong ko",1,1,1,1
sản phẩm lỗi của nhà sản xuất nhưng tiki xử lý rất lâu và rườm rà. hơn 1 tuần rồi vẫn chưa xử lí xong. rất rất rất rất rất bực mình và khó chịu!,1,1,1,1
không hai long dân phẩm thiếu chất lương,0,0,0,0
đt mua 5/3/2022. nay là 8/3/2022 đã không gọi được,1,1,1,1
"điện thoại mua bị hư phím, phím số 6 không thể nhấn được, nên không thể gọi cho bất kì nào có số 6 được. bây giờ mình biết liên hệ giải quyết vấn đề ra sao?",0,0,0,0
không thấy xuất hóa đơn vat,1,1,1,1
"nhận sản phẩm nhanh, bao bì tikinow tốt. tuy nhiên, mua 2 sản phẩm thì 1 sản phẩm không có ống nghe nói và bao bì rách nát như hình.",1,1,1,1
"hỏng ngay tuần đầu, bảo hành 2 tháng. hài",1,1,1,1
thật buồn hỏng rồi không dung được nữa khách sản phẩm gọi điện tới không nghe được,1,1,1,1
nhờ cửa sản phẩm xem lại đt giao camera bị lỗi chụp bị đóm hồng,1,1,1,1
đang xài tự nhiên mất nguồn mở không lên khu vực mình ở xa ngoài côn đảo.dien thoại làm ăn nhưng h gửi về thì làm ăn gì nữa,1,1,1,1
"bao da tặng cùng chất lượng được tốt, dễ nứt vỡ.",0,0,0,0
"mua về mấy bữa hư luôn. không gọi được, gọi cũng không chuông hay báo gì hết. chất lượng kém chất lượng quá.",1,1,1,1
"chua nhận được hóa đơn đỏ, vui lòng gửi về email:",0,0,0,0
"âm lượng nhỏ, khó nghe lắm!",0,0,0,0
tôi vẫn chưa nhận được hóa đơn vat mặc dù lúc mua có khai báo,0,0,0,0
"sử dụng bình thường, mới dùng nên chưa có sự cố, giao sản phẩm trễ 1 tuần so với lịch.",0,0,0,0
"cảm giác nó khá chậm lag lag, hay do máy đọc sách nào cũg v nhỉ",0,0,0,0
"đánh giá không tính điểm không hiểu sao những đánh giá bên trên cái nào cũng tốt nhưng sau khi mua sản phẩm thực tế xong tôi thấy thất vọng. nhà bán chỉ gửi 1 tờ hướng dẫn ghi vắn tắt kèm theo đường link để download về tự xử lý. ngày đầu liên hệ không phản hồi. ngày hôm sau thì trả lời chung chung chứ không hỗ trợ cụ thể. nói chung là đối với những ai không rành thì cài rất mất công, không dễ sử dụng như kindle. mình đang sử dụng kindle ppw4 thấy cầm nhẹ hơn libra2 khá nhiều, có thể lúc đầu chưa quen nên thấy vậy. chất lượng màn hình thì tốt hơn do có đèn vàng nhưng chênh lệch khoing nhiều lắm.",1,1,1,1
