id,title,content,rating
,Rất không hài lòng,Tôi thanh toán mua combo 12 gói - chỉ giao 1 gói khăn giấy ướt. Đề nghị đổi lại đúng hàng tôi đã đặt.,1
,Rất không hài lòng,"Mua combo 12 gói, Tiki Trading giao đúng 1 gói. Shipper của Tiki không chịu nhận lại hàng, bảo gọi tổng đài để được hỗ trợ. Tổng đài gọi và email mấy lượt, cung cấp đầy đủ hình ảnh video, cũng không giải quyết mà mỗi lần gọi là bảo đợi 48 giờ từ cuộc gọi mới nhất. Thời này thời nào mà làm ăn chán không chịu được, hèn gì bạn bè chuyển sang dùng nền tảng khác hết. Sẽ không bao giờ mua hàng Tiki nửa.",1
,Rất không hài lòng,"Mô tả không đúng, giao sai. Combo 12 gói 1 kiện, giao thực tế 1 gói. Sau 3 ngày vẫn chưa giao bù.",1
,Rất không hài lòng,"Mình mua đơn hàng 4 combo ( 1 combo 12 gói ) mua 4 combo thanh toán 1,356,000 mà sao mình nhận chỉ có 1 thùng và 4 gói như vầy 
- kiểm tra và trả lời mình gấp",1
,Rất không hài lòng,dat hoa toc giao sai ngày ko đúng cam kết,1
,Rất không hài lòng,Tôi thanh toán mua combo 12 gói - chỉ giao 1 gói khăn giấy ướt. Đề nghị đổi lại đúng hàng tôi đã đặt.,1
,Rất không hài lòng,"Sản phẩm lỗi thuộc diện bị thu hồi. Tiki không cho đổi trả hàng hoàn tiền, không giải thích lí do",1
,Rất không hài lòng,Sữa méo mó.bật cả nắp hộp.ko biết chất lượng sữa có bị ảnh hưởng j k,1
,Bình thường,"Đặt 3 hộp mà bị móp hết 2 hộp mặc dù mỗi hộp đều đc bọc xốp và thùng khá chắc chắn.
Sữa cho trẻ sơ sinh nên mong nhà bán hàng cẩn thận hơn!",3
,Bình thường,"Sữa thì tốt, date xa, ko có gì phải bàn. Mình cho 3 sao vì shipper của tiki quá tệ. Mình cần kiểm hàng, trên bill để đc đồng kiểm nhưng khi tới mình y/c kiểm hàng thì kêu hàng tiki an toàn ko cần kiểm bla bla. Thái độ rất kì cục :)) t mua hàng ở concung mà nó còn cho kiểm chứ đừng nói tiki ?",3
,Không hài lòng,"đóng gói rất là không thân thiện với môi trường luôn, có 1 hộp sữa mà đóng vào thùng quá lớn, làm kéo theo khá nhiều nilong để chống sốc, thật sự thêm rác thải cho môi trườg chứ không được gì. Hy vọng Tiki không xoá hay ẩn đánh giá này và cải thiện ở đơn sau. Càng đóng gói thùng càng to.",2
,Bình thường,"Bữa giờ mua hàng đóng gói rất kỹ nhưng cái này chắc móp trước khi đóng gói, Móp gì móp 2 chỗ sâu vầy k biết có ảnh hưởng đến chất lượng hay k",3
,Rất không hài lòng,"Giao sản phẩm gì móp méo vậy, hộp méo nhiều hộp méo ít, nói chung hai hộp đều méo",1
,Rất không hài lòng,Sản phẩm nằm trong nhóm thu hồi mà ko thấy tiki ý kiến xử lý như nào,1
,Rất không hài lòng,"Sản phẩm lỗi thuộc diện bị thu hồi. Tiki không cho đổi trả hàng hoàn tiền, không giải thích lí do",1
,Rất không hài lòng,Sữa méo mó.bật cả nắp hộp.ko biết chất lượng sữa có bị ảnh hưởng j k,1
,Bình thường,"Đặt 3 hộp mà bị móp hết 2 hộp mặc dù mỗi hộp đều đc bọc xốp và thùng khá chắc chắn.
Sữa cho trẻ sơ sinh nên mong nhà bán hàng cẩn thận hơn!",3
,Bình thường,"Sữa thì tốt, date xa, ko có gì phải bàn. Mình cho 3 sao vì shipper của tiki quá tệ. Mình cần kiểm hàng, trên bill để đc đồng kiểm nhưng khi tới mình y/c kiểm hàng thì kêu hàng tiki an toàn ko cần kiểm bla bla. Thái độ rất kì cục :)) t mua hàng ở concung mà nó còn cho kiểm chứ đừng nói tiki ?",3
,Không hài lòng,"đóng gói rất là không thân thiện với môi trường luôn, có 1 hộp sữa mà đóng vào thùng quá lớn, làm kéo theo khá nhiều nilong để chống sốc, thật sự thêm rác thải cho môi trườg chứ không được gì. Hy vọng Tiki không xoá hay ẩn đánh giá này và cải thiện ở đơn sau. Càng đóng gói thùng càng to.",2
,Bình thường,"Bữa giờ mua hàng đóng gói rất kỹ nhưng cái này chắc móp trước khi đóng gói, Móp gì móp 2 chỗ sâu vầy k biết có ảnh hưởng đến chất lượng hay k",3
,Rất không hài lòng,"Giao sản phẩm gì móp méo vậy, hộp méo nhiều hộp méo ít, nói chung hai hộp đều méo",1
,Rất không hài lòng,Sản phẩm nằm trong nhóm thu hồi mà ko thấy tiki ý kiến xử lý như nào,1
,Không hài lòng,"Hộp ngoài thì nguyên vẹn, nhưng hộp sữa bên trong bị móp... móp sẵn nhưng vẫn đóng gói giao khách hàng ??? Thật thất vọng",2
,Rất không hài lòng,Giao hàng trễ lần nào cũng vậy,1
,Rất không hài lòng,sữa có vị mặn bị hỏng tôi muốn hoàn trả liên hệ cho tôi,1
,Rất không hài lòng,"Giao hàng ẩu, đóng gói sơ xài",1
,Bình thường,không biết do bên shop hay bên giao hàng mà hộp bị méo,3
,Rất không hài lòng,Lần này mình đặt hàng chậm hơn so với dự kiến,1
,Rất không hài lòng,"Tôi đề nghị TIKI rà soát lại thái độ của shipper khu vực p14 quận 8. Thái độ rất không tốt, không phải một lần mà rất nhiều lần.",1
,Bình thường,Hàng bị móp méo hộp.han dùng,3
,Rất không hài lòng,"Mong bên nhà bán hàng đóng hàng có tâm xíu , hàng nhận 10 đơn móp hết 9",1
,Rất không hài lòng,"Sau khi dùng sản phẩm, bé thường xuyên bị đầy hơi, nóng trong người, nấc cụt... Ý kiến riêng của tôi: Sản phẩm này ko phù hợp với baby Việt Nam.",1
,Rất không hài lòng,Đóng gói cẩn thận nhưng hộp bị móp,1
,Không hài lòng,Có chống sốc nhưng vẫn bị móp sữa.,2
,Bình thường,"Nắp hộp quá lỏng lẻo, ko chặt như hộp 850gram",3
,Rất không hài lòng,"Mình mua rất nhiều sữa nan ở đây, mà 3 lần hộp sữa bị móp, mép. Nay mình mua 4 hộp má ơi 3 hộp móp rất nặng, móp mà không đóng hộp vô được. Sữa mà hộp móp thì còn giá trị gì. Phần đóng gói quá tệ nhé, sữa không đóng nắp được sao mà uống. Không hiểu do khâu nào làm, *** đóng gói rất tốt. Tiki đóng gói tệ.",1
,Bình thường,Mình đặt mua 5 ***. Đóng gói rất sơ sài có tới 3 *** bị móp ngay miệng *** hở cả nắp gây khó khăn trong việc bảo quản. Bình thường tiki đóng gói mình thấy rất chỉnh chu. Lần này gây thất vọng quá.,3
,Không hài lòng,"Hộp bị méo.
Cả 2 lần mua đều bị vậy.
Thêm lần đầu 1 hộp có hơi rỉ sét bên hông",2
,Rất không hài lòng,Giao hàng gi mà hộp biến dạng móp méo tùm lum thật không biết có uy tín hay không nữa đây ???,1
,Rất không hài lòng,Tôi muốn trả hàng vì ngay lô sản phẩm bị thu hồi của hãng,1
,Rất không hài lòng,Shop dùm đổi lại hàng nhe,1
,Không hài lòng,"*** sữa bị móp méo. Cái này shop cố tình gửi chứ không phải do đvvc vì mình thấy hộp giấy bọc ngoài vẫn nguyên ven. Thà móp bên hông hoặc đáy *** còn chấp nhận được. Móp ở phần nắp, mở ra không thể đóng nắp lại được.
Mọi người cân nhắc khi mua nha",2
,Rất không hài lòng,"Mình mua rất nhiều sữa nan ở đây, mà 3 lần hộp sữa bị móp, mép. Nay mình mua 4 hộp má ơi 3 hộp móp rất nặng, móp mà không đóng hộp vô được. Sữa mà hộp móp thì còn giá trị gì. Phần đóng gói quá tệ nhé, sữa không đóng nắp được sao mà uống. Không hiểu do khâu nào làm, *** đóng gói rất tốt. Tiki đóng gói tệ.",1
,Bình thường,Mình đặt mua 5 ***. Đóng gói rất sơ sài có tới 3 *** bị móp ngay miệng *** hở cả nắp gây khó khăn trong việc bảo quản. Bình thường tiki đóng gói mình thấy rất chỉnh chu. Lần này gây thất vọng quá.,3
,Không hài lòng,"Hộp bị méo.
Cả 2 lần mua đều bị vậy.
Thêm lần đầu 1 hộp có hơi rỉ sét bên hông",2
,Rất không hài lòng,Giao hàng gi mà hộp biến dạng móp méo tùm lum thật không biết có uy tín hay không nữa đây ???,1
,Rất không hài lòng,Tôi muốn trả hàng vì ngay lô sản phẩm bị thu hồi của hãng,1
,Rất không hài lòng,Shop dùm đổi lại hàng nhe,1
,Không hài lòng,"*** sữa bị móp méo. Cái này shop cố tình gửi chứ không phải do đvvc vì mình thấy hộp giấy bọc ngoài vẫn nguyên ven. Thà móp bên hông hoặc đáy *** còn chấp nhận được. Móp ở phần nắp, mở ra không thể đóng nắp lại được.
Mọi người cân nhắc khi mua nha",2
,Rất không hài lòng,"Hàng giao toàn móp méo, cầu thả, lỗi do bên đóng gói sản phẩm, chứ cùng 1 hàng cùng 1  quy cách bên mấy sàn kia nhận không móp  ***",1
,Không hài lòng,"Sữa vẫn bị hơi móp,giao trễ 2 ngày",2
,Rất không hài lòng,"Ship 2 *** bị móp hết, quá tệ",1
,Rất không hài lòng,"Mua 1,2 lần giá còn rẻ hơn thị trường đến lần thứ 3 giá cao hơn thị trường",1
,Rất không hài lòng,Sp nhậnkhui ra thấy có hạt bụi đen trong *** sữa mà cảm thấy màu sắc đậm hơn,1
,Rất không hài lòng,Mua 3 *** móp dẹp cả 3lon,1
,Rất không hài lòng,"Mua 599k dc tặng 1b tã, mua 699k bớt dc 100k.

Tôi mua đơn 700k chốt đơn thì chỉ dc bớt 100k thôi, ko dc tặng 1b tã ☹️ 
Lúc chọn vẫn thấy 1b tã tặng ở trong giỏ hàng, chốt đơn xong xem lại ko thấy, thời gian chênh lệch 15” thôi. (Mua thêm chai srm mà thành ra vậy🤦‍♀️)
12 giờ đêm lọ mọ săn sale mà kết quả như vậy quá thất vọng, riết rồi ko biết tiki khuyến khích khách hàng phải tối hôm mua hàng, ban ngày để ngủ quá🙃🙃",1
,Rất không hài lòng,Tiki dạo này giao hàng không đúng hẹn. Mua giao trong ngày mà 2 ngày sau mới giao. Càng ngày càng tệ.,1
,Rất không hài lòng,"Mua 599k dc tặng 1b tã, mua 699k bớt dc 100k.

Tôi mua đơn 700k chốt đơn thì chỉ dc bớt 100k thôi, ko dc tặng 1b tã ☹️ 
Lúc chọn vẫn thấy 1b tã tặng ở trong giỏ hàng, chốt đơn xong xem lại ko thấy, thời gian chênh lệch 15” thôi. (Mua thêm chai srm mà thành ra vậy🤦‍♀️)
12 giờ đêm lọ mọ săn sale mà kết quả như vậy quá thất vọng, riết rồi ko biết tiki khuyến khích khách hàng phải tối hôm mua hàng, ban ngày để ngủ quá🙃🙃",1
,Rất không hài lòng,Tiki dạo này giao hàng không đúng hẹn. Mua giao trong ngày mà 2 ngày sau mới giao. Càng ngày càng tệ.,1
,Rất không hài lòng,"(*) Đánh giá không tính điểm
Shipper cực kì hách dịch. Sáng sớm gọi nói giọng khó chịu ""làm như hàng của em quý lắm"". Giao hàng không muốn giao đến tận tay khách mà định vứt xó xỉnh, khách sợ mất hàng vì đơn hàng hơn 700k mà nói giọng mỉa mai vậy đấy hả!? Thái độ không thể chấp nhận được! Tiki nên xem lại shiooer của mình!",1
,Rất không hài lòng,"Hài lòng, giao nhanh. Hi vọng nguồn hàng ổn định.",1
,Rất không hài lòng,"Hài lòng, giao nhanh. Hi vọng nguồn hàng ổn định.",1
,Không hài lòng,"Tiki gói có cái thùng đẹp nhưng bọc chống sốc như không bọc, làm móp *** sữa, mất cả hứng pha sữa cho con mỗi lần nhìn cái *** là thấy ghét…",2
,Rất không hài lòng,Mua hàng lần nào cũng thế giao hàng trậm mấy ngày so với thông báo ngày của app thà báo đúng ngày  đi đ ụ má bực vl,1
,Rất không hài lòng,"Sản phẩm không đảm bảo chất lượng, thuộc lô bị nhiễm vi khuẩn, chính sách trả hàng ko thống nhất, ko hợp lý",1
,Rất không hài lòng,"Có lẽ là hàng nhái hoặc hàng tẩy date nha , vì *** *** ko có vòng tròn xanh dương như những hộp mình đang sử dụng mua ở Sh.o.pee á
Mong phản hồi sớm từ Tiki trading chứ ghê qá ạ",1
,Bình thường,Nhận được hàng vỏ hộp bị bóp méo,3
,Không hài lòng,Sản phẩm bị móp méo nhiều,2
,Rất không hài lòng,giao hàng trễ và giao sản phẩm móp méo. quá thật vọng,1
,Không hài lòng,"Tiki gói có cái thùng đẹp nhưng bọc chống sốc như không bọc, làm móp *** sữa, mất cả hứng pha sữa cho con mỗi lần nhìn cái *** là thấy ghét…",2
,Rất không hài lòng,Mua hàng lần nào cũng thế giao hàng trậm mấy ngày so với thông báo ngày của app thà báo đúng ngày  đi đ ụ má bực vl,1
,Rất không hài lòng,"Sản phẩm không đảm bảo chất lượng, thuộc lô bị nhiễm vi khuẩn, chính sách trả hàng ko thống nhất, ko hợp lý",1
,Rất không hài lòng,"Có lẽ là hàng nhái hoặc hàng tẩy date nha , vì *** *** ko có vòng tròn xanh dương như những hộp mình đang sử dụng mua ở Sh.o.pee á
Mong phản hồi sớm từ Tiki trading chứ ghê qá ạ",1
,Bình thường,Nhận được hàng vỏ hộp bị bóp méo,3
,Không hài lòng,Sản phẩm bị móp méo nhiều,2
,Rất không hài lòng,giao hàng trễ và giao sản phẩm móp méo. quá thật vọng,1
,Không hài lòng,"chất lượng cũng được , nhưng bên vận chuyển chất lượng quá tệ",2
,Không hài lòng,"(*) Đánh giá không tính điểm
Sản phẩm tốt bé nhà mình uống rất hợp, lần này mình đặt 2 hộp thì 1 hộp bị móp méo",2
,Bình thường,"(*) Đánh giá không tính điểm
Đóng gói cũng cẩn thận nhưng hộp sữa vẫn bị móp méo như bị móp méo trước khi đóng hàng",3
,Bình thường,"Tiki giao hàng càng ngày càng ẩu,đóng gói sơ sài.hộp sữa móp méo,bung nắp ngoài,muốn bục cả nắp trong ra luôn. nhiều lần đánh giá về cách giao hàng của tiki rồi mà cubgx k nhận được phản hồi gì",3
,Không hài lòng,"Mình mua được mấy hôm nay mới lên gửi feedback lại cho shop. Trước mình hay mua của shop với giao diện cũ của sữa. Nhưng với giao diện mới này, mình thấy sữa k được thơm như cũ, màu sữa nhạt hơn, vị sữa k được đậm, ngậy như trước. Lúc pha sữa, các hạt sữa rất khó hòa tan hoàn toàn như khi mình tiến hành pha sữa cũ. Con mình dùng đến nay là được 4 hôm, bữa nào ăn con cũng nôn hết sữa. Mình cần gặp đội ngũ chăm sóc khách hàng sau bán của Tiki trading để giải quyết vấn đề này cho mình",2
,Bình thường,"Sữa mới trắng, mịn hơn loại cũ nhưng k thơm bằng và vị nhạt hơn. Mong friso xem lại quy cách để thìa đong sữa. chứ mỗi lần mở *** mới là lại phải đi mò cái thìa. Thìa tận đáy *** 1400g đến nản.
Tiki lần này đóng gói sơ sài. Mọi lần còn đc cái màng bọc ở ngoài hộp sữa lần này k bọc. Thùng carton thì xô lệch bong cả băng dính.",3
,Rất không hài lòng,Ko có muỗng mình đong bằng gì nhỉ?,1
,Bình thường,"Tiki giao hàng càng ngày càng ẩu,đóng gói sơ sài.hộp sữa móp méo,bung nắp ngoài,muốn bục cả nắp trong ra luôn. nhiều lần đánh giá về cách giao hàng của tiki rồi mà cubgx k nhận được phản hồi gì",3
,Không hài lòng,"Mình mua được mấy hôm nay mới lên gửi feedback lại cho shop. Trước mình hay mua của shop với giao diện cũ của sữa. Nhưng với giao diện mới này, mình thấy sữa k được thơm như cũ, màu sữa nhạt hơn, vị sữa k được đậm, ngậy như trước. Lúc pha sữa, các hạt sữa rất khó hòa tan hoàn toàn như khi mình tiến hành pha sữa cũ. Con mình dùng đến nay là được 4 hôm, bữa nào ăn con cũng nôn hết sữa. Mình cần gặp đội ngũ chăm sóc khách hàng sau bán của Tiki trading để giải quyết vấn đề này cho mình",2
,Bình thường,"Sữa mới trắng, mịn hơn loại cũ nhưng k thơm bằng và vị nhạt hơn. Mong friso xem lại quy cách để thìa đong sữa. chứ mỗi lần mở *** mới là lại phải đi mò cái thìa. Thìa tận đáy *** 1400g đến nản.
Tiki lần này đóng gói sơ sài. Mọi lần còn đc cái màng bọc ở ngoài hộp sữa lần này k bọc. Thùng carton thì xô lệch bong cả băng dính.",3
,Rất không hài lòng,Ko có muỗng mình đong bằng gì nhỉ?,1
,Bình thường,"Bé nhà mình mấy hôm đầu uống bị đi ngoài. Sau đó 2 tuần mới quen bụng. Bây giờ tạm ổn. Về chất lượng sữa loại mới này màu trắng chứ ko phải vàng nhạt như loại cũ, ko thơm và ngọt như loại cũ.",3
,Rất không hài lòng,trong sữa có sạn đen. Mình bị 3 hộp đều như vậy,1
,Rất không hài lòng,"Đã 3 lần đặt hàng, lần nào về cũng bị móp nặng. Góp ý cũng như không",1
,Rất không hài lòng,JT quá tệ tệ JT quá tệ tệ JT quá tệ tệ,1
,Không hài lòng,Mình mua con nhà mình uống bị đi ngoài,2
,Không hài lòng,"Hàng nhận bị móp, không biết có ảnh hưởng chất lượng sữa bên trong hay không. Rất mong tiki đóng gói cẩn thận.",2
,Rất không hài lòng,tôi chưa nhận được sản phẩm này. chỉ nhận được 2 hộp sữa giấy. mà tôi đã trả tiền đủ đơn,1
,Rất không hài lòng,"shop giao hàng giả , không có mã pin , yêu cầu hoàn tiền",1
,Bình thường,Ko đc hài lòng; bao gói của hãng kém. Đánh giá friso,3
,Bình thường,Sữa mẫu mới này sao khó tan hơn mẫu cũ. Hạt sữa rời li ti khác mẫu cũ luôn k biết là sữa chuẩn hay không,3
,Rất không hài lòng,"Giao hàng thiếu rất nhìu,mong shop giải quyết hợp lí",1
,Không hài lòng,"sao con mình từ hôm dùng sữa này lại bị tiêu chảy vậy shop ơi??, cả tuần rôi, từ khi dùng sữa là bị",2
,Rất không hài lòng,Đặt hàng từ đầu tháng 9 gần hết tháng 10 mới giao. Gói hàng quá ẩu,1
,Bình thường,Giao hàng quá lâu. Ko có niềm tin vào Tiki nữa rồi,3
,Rất không hài lòng,dong goi qua troi te.rat ko hai long buc boi,1
,Rất không hài lòng,hàng bị mớp méo không đảm bảo chất lượng,1
,Rất không hài lòng,sản phẩm frisolac gold 3 sử dụng khá tốt,1
,Rất không hài lòng,"đóng gói tệ, hộp bị móp méo",1
,Bình thường,sản phẩm và giá rất tốt sẻ ủng hộ tiếp,3
,Rất không hài lòng,Không check được mã vạch... rất hoang mang,1
,Rất không hài lòng,Không ngon bằng mẫu cũ. Uống thấy kiểu gì ấy,1
,Không hài lòng,kg tra đc mã vạch nên kg hài lòng về sản phẩm,2
,Rất không hài lòng,"giao hàng nhanh, hài lòng",1
,Bình thường,"đạt yêu cầu, giao hàng nhanh, đóng gói tốt",3
,Rất không hài lòng,Người giao hàng thái độ kém,1
,Rất không hài lòng,tiki gói hàng quá ẩu.....,1
