content,Quality,Service,Shipping,Packing
"tiki giao sản phẩm nhanh tuy nhiên, sản phẩm tôi kiểm tra bảo hành thì không có bảo sản phẩm xem hình chụp trong khi trên sản phẩm ghi là bảo hành 3 năm. hơn nữa sản phẩm chính hãng trên bao bì có 5tb nhưng sản phẩm này lại gi là 5tb to. cưat sản phẩm vui lòng giải thích tại sao lại không có bảo hành chính hãng theo web chính thức của wd? và vì sao có sự khác biẹt thông tin bao bì này?",0,0,0,0
"sản phẩm đã bóc tem, vỏ thì ọp ẹp, ổ cứng như ổ cũ đã dùng rồi vậy. dây cáp đã bóc rồi không có dây buộc bảo vệ. nói chung là cửa sản phẩm này làm ăn bát nháo.",0,0,0,1
"đóng gói kỹ, giao sản phẩm nhanh tuy nhiên, trên hộp để bảo hành 3 năm nhưng check seri chỉ nhưng 504 ngày tức là 1,3 năm thôi. ổ cứng không phải được phân phối chính hãng ở vietnam",0,0,0,0
"mình mua ổ 5t, dùng chưa đầy 2 tháng thì ổ cứng đã báo lỗi, hơi thất vọng",1,0,0,0
dùng được 2 ngày thì cắm vào các máy đều không mở được ổ cứng hoặc không tìm thấy ổ cứng luôn. rất tệ. tôi phải bảo hành ở đâu?,1,0,0,0
"nhà bán sản phẩm đăng bài sai sự thật, hỏi liên hệ hỗ trợ thì giải thích quanh co. nếu không dùng được phần mềm như bài đăng thì ổ cứng này có gì đáng mua đâu, nhưng người bán nhưng nói phần mềm có hay không không quan trọng, cài không được thì thôi. quá vô trách nhiệm với nội dung sản phẩm mình đăng bán. bài đăng chỉ ghi ""tương thích hệ điều hành: windows /mac: đã được định dạng sẵn exfat cho windows 7, 8.1, 10 và mac os. phần mềm hỗ trợ: wd discovery bao gồm: wd backup, wd security, wd utilities kèm sẵn trong ổ cứng, bạn có thể cài đặt nếu sử dụng.""--> vậy nhưng tôi dùng win 7, cắm vào không dùng được phần mềm thì nói em bán ổ cứng nên bài đăng là ổ cứng, phần mềm thì phải dùng win 10 trở lên. bó tay",1,0,0,0
"không biết đo không được đóng gói cẩn thận, hoặc sản phẩm tồn kho lâu nhưng mở ra ổ cứng bị trầy xước nhiều, các vết xước nhỏ li ti rất nhiều",1,0,0,0
"mình mới xài được 1 tháng nhưng nay cắm vào máy không nhận ổ cứng nữa không hiểu tại sao, không lấy được dữ liệu để làm việc",1,0,0,0
ổ cứng 2t chưa chưa được 1 nữa dung lượng. xài 4 tháng có dấu hiệu bất thường. kêu tích tích như bom hẹn giờ. nt cho cửa sản phẩm thì không nhận được sự phản hồi giải thích. thất vọng,1,0,0,0
"thiết kế mỏng nhẹ. chép dữ liệu tạm ổn tốt tốt. tuy nhiên, khi sử dụng lâu hay bị lỗi như hình đính kèm. phải gỡ ra, ghim lại thì mới sử dụng được rất bực bội. trong khi cái ultra passort của wd mình gửi mua từ nước ngoài về dùng im ru.",1,0,0,0
"nhận cái ở 5t hôm qua, về bỏ vô không chịu kết nối, chưa kể làm máy tính bị chậm theo. không thấy có tem bảo hành gì trên vỏ ổ cứng, có khi lắp cái khác vào vỏ wd cũng nên. đề nghị cho mình trả sản phẩm, bỏ 3tr3 nhưng chỉ mua về sự bực mình.",0,0,0,0
"mới mua hôm 3/2 ghi được tần 170gb là không ghi được nữa, trong 170gb ghi được thì đâu hơn 1 nữa file là không đọc được trên máy copy file qua ổ và lấy ổ cắm vào 4 máy khác cũng không đọc được file đến sáng nay cắm vào lại thì báo e: ís not accessible the request failed due to a fatal device hardware error yêu cầu cửa sản phẩm xem xét đổi sản phẩm cho mình, tin tưởng ung hộ tiki bấy lâu nay hi vọng tiki không làm mình thất vọng",1,0,0,0
tìm mãi không thấy người bán ghi rpm cho mỗi sản phẩm. mua mù về hơi tiếc vì sản phẩm này hơi chậm! -,0,0,0,0
"nhận sản phẩm xong nghĩ ổ 4tb thì đủ để backup dữ liệu nên đưa hết dữ liệu vào lưu trữ, chưa được 1 tháng thì bị lỗi máy tính không nhận diện được đã thử cắm 4 máy tính khác nhau . vậy là mất hết dữ liệu, qui trình bảo hành thì nhiêu khê, đến giờ vẫn chưa biết có bảo hành được không, và tiki cứ xóa bình luận tiêu cực về sản phẩm thì kêu khách sản phẩm đánh giá làm gì?",1,0,0,0
"vừa mua hôm 02/1; chép vào khoảng 200gb dữ liệu; tối qua 4/1 có dấu hiệu lỗi không ghi file, tạo foder gì được .sau có có copy được 40gb nữa. hôm nay 5/1 thì 1 số file không đọc được và rồi ""chết"" luôn; không nhận diện được ổ cứng nữa. ham giá giá rẻ có thể mất tiền. nhưng dữ liệu, hình ảnh.giờ ai bồi thường? - chắc là tự chịu rồi.",1,0,0,0
"ổ cứng mua về bị hư, không sử dụng được",1,0,0,0
"tôi vừa nhận sản phẩm kiểm tra thì thấy sản phẩm như đã qua sử dụng vì trên sản phẩm có nhiều dấu vân tay lau không đi, ngoài ra test copy thử thì tốc độ rất chậm, có lúc 2mb/s trong khi quảng cáo là 110mb/s. kiểm tra mã serri trên trang web của wd thì không thấy ghi thời gian bảo hành.",0,0,0,0
1/ không có thẻ bảo hành . 2/ dung lượng quảng cáo là 4t nhưng dung lượng thật chỉ có 3.6t mất gần 400gb 3/ tốc độ sao chép dữ liệu rất chậm,0,0,0,0
"sản phẩm lỗi , ổ cứng không dùng được !",1,0,0,0
"tôi đặt hộp mực cho máy in canon lbp 6030/6030w nhưng nhận được hộp mực loại khác, không lắp được vào máy in. giải quyết thế nào đây cửa sản phẩm ?",0,0,0,0
"đã mua 2 lần, lần 1 xài rất tốt, lần 2 in được khoảng 10 tờ là mờ, phải lắc lại hộp mực và lặp lại như vậy",0,0,0,0
"không giao đúng mã sản phẩm, vỏ hộp 35a/85a/325 nhưng bên trong là 435a/285a",0,0,1,0
sản phẩm đã mục nát không sử dụng được,1,0,0,0
sao in cứ ra mực bị mờ. trong khi hộp mực cũ không bị.,0,0,0,0
"vì 2 cái chấu 2 bên của hộp mực để gài vào trong máy in rất dễ gãy, mình vừa đặt vào kéo ra vào 1 chút bị gãy luôn. nhưng hộp mực đi theo máy thì kéo ra vào thoải mái không gãy, nhựa tốt hơn nhiều. nên hộp mực mới cũng không dùng được luôn, hỏng. thất vọng.",1,0,0,0
"đã thanh toán trước, khi kiểm tra đơn sản phẩm được thông báo đã nhận sản phẩm nhưng tui chưa nhận. phải gọi lung tung mấy lần mới nhận được",0,0,0,0
"không đúng cho máy in của minh, đổi không trả lời",0,1,0,0
"sản phẩm chuyên nhanh, đóng gói cẩn thận. lắp vào máy in bị lỗi vệt ngang như ảnh, đề nghị cửa sản phẩm đổi hộp mực khác",1,0,0,0
"đóng gói cẩn thận, mực in mờ không đẹp như những lần trước.",0,0,0,0
"bao bì đóng gói cẩn thận, giao đúng thời gian, chỉ tiếc là mình chưa hiểu vì sao khi thay hộp mực vào thì máy in không kéo giấy?",0,0,0,0
gửi nhầm sản phẩm cho tôi máy lpb 6030 không nắp được,0,0,0,0
mực máy in mua về không xài được,1,0,0,0
tôi đặt mua hộp mực cua may 6030 ma sao nhận là hộp cua 703 giờ không lắp vừa may,0,0,0,0
tôi mua cho máy canon 6030 nhưng lại không lắp được cho máy này,0,0,0,0
gjao sản phẩm quá lâu không tưởng tượng,0,0,0,0
mực tốt định. sử dụng được,0,0,0,0
"bỏ tiền ra mua sản phẩm mới nhưng nhận về sản phẩm như này. vỏ bị rạch nham nhở, seal che chân tiếp xúc thì bị lột ra. cho hỏi đây là sản phẩm cửa sản phẩm đã bỏ ra dùng xong mới bán lại cho khách hay như nào? trading nhưng không cải thiện nhưng làm ăn như này mất hết khách. thân ái!",0,0,0,0
"đầu tiên là mình chưa hài lòng thứ nhất là cách gói sản phẩm quá sơ xài , ổ cứng linh kiện điện tử nhưng lại không có 1 lớp chống sốc nào có mỗi cái hộp không thứ 2 là tốc độ ổ cứng không đúng theo nsx đưa ra trên thông số ghi 500 nhưng test ra có 400 , không biết là do đâu",0,0,0,1
chào trung tâm. mình đã nhận được sản phẩm đổi tra bảo hành cho đơn sản phẩm mã số 420988787 . hôm nay mình bóc sản phẩm lắp vào máy cài đặt chạy thử nhưng: sản phẩm đổi trả bảo hành lần này cũng vẫn lỗi. đề nghĩ trung tâm nghiêm túc giải quyết rõ ràng vần đề này,1,0,0,0
"chưa được hài lòng về chất lượng sản phẩm. từ khâu mua sản phẩm đến khi sử dụng. mua sản phẩm thì hệ hống báo lỗi, lúc được lúc không, gọi lên tổng đài nhờ hỗ trợ thì phản hồi 1 cách rất công thức nhưng không hề kiểm tra thực tế phản hồi của khách sản phẩm. ổ cứng sử dụng tốc độ ghi không như thông số ban đầu. khởi động lại rất lâu. lâu hơn cả ổ hdd. chắc có thể do mình đen. mình đặt 2 loại, cái sau chưa về chưa biết như nào.",1,0,0,0
"sản phẩm đã bị bóc ra trước khi đến tay khách sản phẩm,không tem bảo hành, đề nghị đổi trả sản phẩm khác thì anh giao nhận mất tích không thấy quay lại, quá chán với chất lượng của tiki để nghị cty có cách xử lý nghiêm vấn đề này số máy của ông giao sản phẩm tiki",0,0,0,0
"mình mua sản phẩm vào ngày 15/08/2020, khi nhận được sản phẩm thì đã bị tháo tem như hình và chỉ dán 1 miếng băng keo trong để che chỗ bị mở, sau đó khi lắp vào máy tính thì máy không nhận được ổ cứng, mình phải nhờ đến ông anh nhưng sửa 3 ngày liên tục vẫn chưa được, mình muốn đổi sản phẩm nhưng đã lố số ngày đổi trả, không biết giờ có đổi lại được hay không ạ? sản phẩm rating cao nhưng mình đánh giá thấp về mặt sản phẩm lần này của tiki!",1,0,0,0
1. sản phẩm không thẻ bảo hành chính hảng 2. sản phẩm không nhưng nguyên vẹn không biết phải sản phẩm mới sản phẩm là second hand 3. sản phẩm giao trể hơn 1 tháng,0,0,0,0
"sau khi xem một số phản hồi tốt từ khách sản phẩm trước mình cũng đặt mua 1sp.hộp của đơn vị giao sản phẩm quá to, ổ cứng văng ra khỏi bì đi kèm của nhà sản xuất. không có gì đi kèm như thông tin bảo hành hay hóa đơn nào. không hề có nilon chống sốc hay băng keo cố định. chưa test ổ cứng nên chưa có đánh giá. ưu điểm duy nhất là giao sản phẩm nhanh.",0,0,0,0
"đã nhận sản phẩm vào trưa nay 6/7/21 . sản phẩm đóng gói cẩn thận, riêng bao bì có vết cắt để nhét ổ cứng vào xem hình . này là sao đây? tạm ổn tốt vote 3",0,0,0,0
mọi người nên cẩn thận sản phẩm bị khui bị đổi tem bị bóc không có tem bảo hành so sánh thì ổ cứng nhái,1,0,0,0
"sau một thời gian trải nghiệm con này tính ra tròn 1 năm luôn, nó bắt đầu đểu rồi, dùng để chơi game thì đôi lúc giật treo chết game mặc dù đo đủ kiểu thì thấy vẫn báo tốt đọc ghi tốt thế mới oái ăm chứ, bảo hành cũng khó. đành chuyển qua win thì chuyển hệ điều hành qua ổ ssd này thì nó lại báo lỗi tự động out luôn ổ đĩa máy không nhận ổ luôn, tóm lại sản phẩm này đểu nhé anh em đừng mua làm gì",1,0,0,0
"cài win lên cài office và một phần mềm autocad, là máy đơ, và đứng luôn khong chạy. ổ cứng củ của mình chạy bình thường, do nó có 120gb nên mình mua nâng cấp. cần sử lý sơm. test bằng pm test ổ cứng thì 99 , ổ cứng mới nhưng có 99 là kém.",1,0,0,0
"ổ dùng tốt, nhanh. nhưng đóng chất lượng kém, không bọc tý xốp nổ nào và sản phẩm không nguyên kiện, đã bị bóc ra rôit",1,0,0,0
không biết tốt hay ko. ổ cứng nhưng đóng gói như này thì chả biết nói câu gì.,0,0,0,0
"mua về thì thấy bao bì đã bị rạch sẵn ở một góc xong dính một miếng dán vào để không bị bung ra ạ! chắc lấy sản phẩm ra thay đồ dỏm vào rồi. sản phẩm thì lỗi, chạy thua cả hdd. bán đồ công nghệ như thế này định lừa con nít à? xem đánh giá của mọi người thì mình cũng bị y chang. từ nay không nhưng tin vào mua đồ của tiki nữa! sẽ liên hệ trả sản phẩm.",1,0,0,0
"mình đặt sản phẩm gồm ram và ổ cứng như hình, lúc nhận sản phẩm thật sự thất vọng với cách đóng gói không có tâm của tiki, sản phẩm điện tử cũng giá trị nhưng tiki chỉ đóng gói bằng mỗi hộp bìa cát tông như hình, không có mút, lót gì hết, nhận sản phẩm nhưng cái hộp long sòng sọc, ổ cứng bị bung cả ra ngoài, hình mình chụp là nguyên trạng khi mở hộp ra. không hiểu nếu ổ cứng và ram bị hỏng thì sẽ phải giải quyết thế nào, may là lắp vào máy vẫn nhận.",1,0,0,0
ghét nhất là cửa sản phẩm tự ý khui sản phẩm trước. ổ cứng chắc chắn là không chính hãng nhưng vẫn tra được thông tin bằng phần mềm nên thôi. chất lượng thì không thể so sánh chính hãng.,0,0,0,0
nó bị lỗi. huhu. đổi trả lâu mới có tiền,1,0,0,0
"đóng gói sơ sài, hộp đựng sản phẩm thì nhỏ, bỏ trong hộp lớn nhưng không lót gì chống sốc, không biết lúc vận chuyển ổ cứng bị va đập bao nhiêu lần rồi, chất lượng sản phẩm chưa biết ra sao, lần đầu tiên thấy thất vọng về tiki như vậy!",1,0,0,1
"sản phẩm không bọc lót, vỏ ổ cứng thì bị cắt từ trước, đã mua nhiều lần tiki nhưng lần này làm quá tệ",0,0,0,0
"mua về sau khi ổ ssd wd 120gb bị hỏng. thấy mọi người đánh giá tốt nên hy vọng sẽ có một ổ cứng ssd tốt nhưng khi đo tốc độ write lại cực thấp, thấp hơn rất nhiều so với ổ hdd sẵn trong máy. máy mình là pc dell i5-7400, 16g ram nhé. cảm thấy thất vọng với dòng sản phẩm này.",1,0,0,0
sản phẩm bị tháo ra khi trước khi đóng gói. không hài lòng vì điều này.,0,0,0,0
mình mới đặt mua ổ cứng và nhận được sản phẩm ngày 19/7. hôm nay đem ra phong vũ nhờ họ cài và lắp ổ mới mua vào thì cài win chạy gần xong có hiện tượng tắt nguồn máy tính. trong khi đó sạc và pin máy vẫn dùng bình thường. nhờ các bạn hỗ trợ đổi lại giúp mình ổ khác. hùng sdt,0,0,0,0
"ổ lắp từ thứ 6 2/12, đến 5/12 đang dùng thì sập, khởi động lại báo lỗi ổ",1,0,0,0
mình nhận sản phẩm về bị lỗi không sử dụng được. yêu cầu hỗ trợ nhưng lâu vẫn chưa đổi được. mong tiki hỗ trợ đổi cho mình sản phẩm khác,1,0,0,0
mình mới mua sản phẩm này nhưng không cắp vào máy lại không nhận giờ không biết đổi trả như thế nào ạ. admin reply giup mình nhé,1,0,0,0
"quá thất vọng tốc độ ghi quá thấp, không như quảng cáo. mình đã tìm hiểu rất nhiều cách để cải thiện nhưng không thành công. quá đỗi thất vọng cho sản phẩm tiki lần này",1,0,0,0
"tôi là dân it mua về gắn trực tiếp vào main. tuy nhiên ổ không nhận ở bios, dùng hirent boot kiểm tra bằng phần mềm partition thì thấy dung lượng 0kb. do tôi bận nên qua tới ngày thứ 7 mới rãnh gắn nên mới phát hiện sự cố, thế là hết được đổi/trả. chuyển sang bảo hành luôn. do vậy cũng không check được serial của ổ.",1,0,0,0
chưa biết thế nào nhưng nhưng sản phẩm đến tay thì hộp hở ra rồi,0,0,0,0
nhận một cái ổ cứng đã bung vỏ cắt vỏ . ốc vít có dấu hiệu bị vặn trờn trắng ốc>> ổ cứng không phải mới 100 . cảm giác nhận sản phẩm nhưng hụt hững thất vọng,1,0,0,0
cửa sản phẩm bán ổ cứng nhưng cửa sản phẩm không kèm dây sao gắn vào cổng sata sản phẩm chất lượng giao sản phẩm nhanh,0,0,0,1
"mình mua ổ cứng ssd này khoảng được 6 tháng rồi, bây giờ đem máy tính đi sửa thì được báo là ổ cứng ssd này đã bị lỗi, nhưng không phải ổ cứng ở quán nên không được bảo hành, mình chỉ nhưng dựa vào tiki để bảo hành. vậy mình có thể bảo hành sản phẩm như thế nào. hy vọng nhận được câu trả lời từ admin hoặc từ mọi người sớm nhất có thể.",1,0,0,0
"cài win không boot được, cần cửa sản phẩm hỗ trợ đổi trả",0,0,0,0
tốc độ và thái độ của tiki trading ngày càng tệ. đơn 537867060 đặt 2 tuần chưa giao nhưng không có 1 mail hay tin nhắn thông báo xin lỗi hay gì cả ! dịch vụ quá tệ,1,0,1,0
"máy tính mình bị hư ổ cứng nên mua ổ mới. nhận được sản phẩm, vô nhà mở ra thì thấy hợp bị khui trước rồi. gắn vào máy cài win thì chưa thấy lỗi gì. hy vọng là tốt! không thích sản phẩm bị khui trước nha!",1,0,0,0
"sản phẩn dùng tốt tuy nhiên tiki nên xem lại cách đóng gói sản phẩm hộp nhàu nát không nói, sản phẩm bị rách ngay góc như có người xé trước vậy. đừng vì giá giá giá rẻ nhưng đối xử khách sản phẩm như vậy. cảm ơn",0,0,0,0
"sản phẩm đã bị bóc, tem bị trầy, bề mặt ổ cứng có vết trầy được mỗi cái giao sản phẩm nhanh",1,0,0,0
kêu xuất hóa đơn nhiều lần nhưng không thấy cửa sản phẩm trả lời. cách phục vụ khách sản phẩm thật tệ,0,0,0,0
